order_id,order_date,customer_id,product_id,category,region,sales_channel,quantity,unit_price,sales_amount,payment_type,discount_pct
O000736,2026-01-01,C0529,P0171,Accessories,Northeast,Marketplace,1.0,1013.14,911.83,Credit Card,0.1
O000737,2026-01-15,C0541,P0117,Home,Southeast,Online,3.0,1036.06,2641.95,Debit Card,0.15
O000738,2026-01-16,C0025,P0310,Accessories,North,Online,4.0,1048.94,4195.76,Pix,0.0
O000739,2026-01-29,C0505,P0086,Home,Northeast,Store,1.0,732.79,659.51,Boleto,0.1
O000740,2026-02-23,C1223,P0206,Office,South,Marketplace,5.0,283.33,1345.82,Boleto,0.05
O000741,2026-02-10,C0429,P0271,Toys,South,Store,3.0,29.92,89.76,Debit Card,0.0
O000742,2026-02-09,C0658,P0384,Office,South,Store,2.0,109.79,186.64,Pix,0.15
O000743,2026-02-16,C0185,P0360,Home,South,Store,4.0,1273.41,4329.59,Boleto,0.15
O000744,2026-02-26,C1073,P0173,Office,North,Store,2.0,569.45,911.12,Credit Card,0.2
O000745,2026-02-23,C0335,P0020,Toys,South,Online,5.0,843.0,3372.0,Boleto,0.2
O000747,2026-02-28,C0843,P0122,Toys,Midwest,Store,3.0,1394.64,3765.53,Boleto,0.1
O000748,2026-01-02,C1086,P0256,Toys,South,Online,1.0,566.13,481.21,Credit Card,0.15
O000749,2026-02-03,C0317,P0207,Home,Southeast,Online,1.0,875.71,875.71,Pix,0.0
O000750,2026-02-27,C0314,P0357,Home,Northeast,Store,5.0,531.8,2526.05,Debit Card,0.05
O000751,2026-02-21,C1379,P0211,Toys,Northeast,Marketplace,4.0,1115.96,3794.26,Boleto,0.15
O000752,2026-01-09,C0895,P0220,Office,Northeast,Online,5.0,246.43,1108.94,Credit Card,0.1
O000753,2026-01-21,C0858,P0292,Accessories,Northeast,Store,2.0,872.42,1657.6,Credit Card,0.05
O000754,2026-01-12,C1469,P0269,Toys,Northeast,Online,3.0,413.7,1116.99,Boleto,0.1
O000755,2026-02-26,C1064,P0237,Electronics,South,Store,3.0,1293.66,3298.83,Credit Card,0.15
O000756,2026-01-10,C0300,P0395,Toys,Southeast,Store,1.0,881.16,837.1,Credit Card,0.05
O000757,2026-01-12,C0371,P0346,Toys,North,Online,2.0,1438.16,2876.32,Debit Card,0.0
O000758,2026-02-07,C0505,P0239,Office,Southeast,Marketplace,3.0,1409.21,3382.1,Boleto,0.2
O000759,2026-01-01,C0990,P0173,Home,Northeast,Online,4.0,700.04,2240.13,Debit Card,0.2
O000760,2026-01-27,C0868,P0391,Home,North,Marketplace,2.0,996.33,1693.76,Pix,0.15
O000761,2026-02-01,C0887,P0326,Office,Southeast,Marketplace,4.0,1162.76,3953.38,Debit Card,0.15
O000762,2026-01-12,C0161,P0028,Accessories,Southeast,Store,1.0,701.35,561.08,Pix,0.2
O000764,2026-02-17,C0902,P0217,Electronics,Southeast,Marketplace,3.0,776.16,1862.78,Debit Card,0.2
O000765,2026-01-07,C0104,P0077,Home,South,Online,2.0,1268.86,2283.95,Pix,0.1
O000766,2026-02-02,C1206,P0381,Home,Midwest,Store,3.0,1498.35,4045.54,Debit Card,0.1
O000768,2026-02-04,C0351,P0143,Toys,Midwest,Online,5.0,483.98,2177.91,Credit Card,0.1
O000769,2026-02-21,C0459,P0187,Toys,Northeast,Marketplace,5.0,1177.77,5299.96,Pix,0.1
O000770,2026-01-30,C0508,P0304,Accessories,Midwest,Store,5.0,355.71,1689.62,Pix,0.05
O000771,2026-02-18,C0992,P0356,Office,North,Marketplace,3.0,17.97,48.52,Credit Card,0.1
O000772,2026-01-16,C0709,P0341,Toys,Southeast,Online,5.0,884.54,4422.7,Boleto,0.0
O000773,2026-01-04,C0383,P0019,Home,Midwest,Online,3.0,27788.52,66692.45,Boleto,0.2
O000774,2026-02-12,C1300,P0048,Accessories,Southeast,Store,3.0,1303.93,3520.61,Pix,0.1
O000775,2026-02-15,C0994,P0183,Office,Northeast,Online,4.0,796.24,2866.46,Boleto,0.1
O000776,2026-01-05,C0780,P0050,Accessories,North,Online,4.0,1292.96,4913.25,Credit Card,0.05
O000777,2026-01-20,C1038,P0203,Toys,North,Online,3.0,1250.92,3377.48,Debit Card,0.1
O000778,2026-02-24,C0694,P0210,Toys,Midwest,Online,3.0,259.36,622.46,Boleto,0.2
O000779,2026-01-23,C1449,P0059,Home,South,Marketplace,1.0,976.47,927.65,Pix,0.05
O000780,2026-01-22,C0833,P0064,Home,Southeast,Online,4.0,626.6,2130.44,Pix,0.15
O000781,2026-01-22,C0943,P0209,Accessories,North,Store,5.0,1423.63,6762.24,Debit Card,0.05
O000782,2026-01-20,C0434,P0112,Electronics,Midwest,Marketplace,1.0,918.45,826.6,Pix,0.1
O000783,2026-01-15,C0780,P0296,Home,Midwest,Marketplace,4.0,1441.77,5190.37,Credit Card,0.1
O000784,2026-01-28,C1208,P0090,Electronics,North,Online,5.0,239.0,956.0,Boleto,0.2
O000785,2026-02-18,C0742,P0322,Electronics,South,Marketplace,4.0,127.05,457.38,Debit Card,0.1
O000786,2026-01-08,C0876,P0299,Office,Midwest,Online,4.0,57.3,217.74,Credit Card,0.05
O000787,2026-01-30,C0640,P0340,Accessories,North,Store,4.0,376.97,1357.09,Debit Card,0.1
O000788,2026-01-07,C0976,P0045,Toys,North,Online,3.0,1330.28,3591.76,Boleto,0.1
O000789,2026-02-22,C1239,P0088,Electronics,North,Online,1.0,1495.88,1271.5,Pix,0.15
O000790,2026-02-06,C1258,P0239,Accessories,Southeast,Online,1.0,702.86,562.29,Boleto,0.2
O000791,2026-01-30,C0366,P0276,Home,South,Online,4.0,109.85,373.49,Credit Card,0.15
O000792,2026-02-18,C1088,P0298,Office,South,Store,5.0,136.8,615.6,Pix,0.1
O000793,2026-02-03,C1095,P0364,Home,South,Store,2.0,351.76,597.99,Boleto,0.15
O000794,2026-02-19,C1382,P0216,Home,North,Online,2.0,121.48,194.37,Debit Card,0.2
O000796,2026-02-15,C0192,P0392,Accessories,Midwest,Store,5.0,356.43,1514.83,Debit Card,0.15
O000798,2026-02-01,C0036,P0101,Home,Northeast,Marketplace,2.0,1215.45,2309.36,Pix,0.05
O000799,2026-02-07,C0383,P0344,Electronics,Southeast,Online,2.0,1245.68,2242.22,Debit Card,0.1
O000800,2026-01-28,C1326,P0096,Toys,Southeast,Marketplace,5.0,722.96,3434.06,Credit Card,0.05
O000801,2026-02-09,C1152,P0238,Home,Midwest,Store,3.0,14.68,37.43,Credit Card,0.15
O000802,2026-01-23,C1169,P0065,Home,Midwest,Marketplace,2.0,1235.35,2347.16,Credit Card,0.05
O000803,2026-02-22,C0184,P0226,Office,North,Store,1.0,294.18,294.18,Pix,0.0
O000804,2026-02-17,C0530,P0371,Home,Midwest,Marketplace,4.0,1167.8,4437.64,Boleto,0.05
O000805,2026-01-15,C0831,P0167,Accessories,Northeast,Marketplace,5.0,1484.28,7421.4,Debit Card,0.0
O000806,2026-02-09,C0660,P0218,Toys,North,Online,3.0,788.91,1893.38,Credit Card,0.2
O000807,2026-01-16,C0201,P0332,Electronics,Southeast,Online,4.0,1033.69,3514.55,Credit Card,0.15
O000808,2026-01-07,C0761,P0227,Electronics,Midwest,Marketplace,2.0,193.62,329.15,Pix,0.15
O000809,2026-02-28,C0345,P0224,Office,Midwest,Store,5.0,1335.93,6679.65,Boleto,0.0
O000810,2026-02-06,C1414,P0077,Electronics,Northeast,Marketplace,1.0,774.22,658.09,Debit Card,0.15
O000811,2026-03-01,C1096,P0281,Accessories,North,Store,5.0,995.88,4232.49,Credit Card,0.15
O000812,2026-02-22,C1475,P0131,Office,South,Online,5.0,615.77,2463.08,Pix,0.2
O000813,2026-02-07,C0712,P0247,Toys,Northeast,Marketplace,1.0,1180.61,1062.55,Credit Card,0.1
O000814,2026-01-10,C0387,P0256,Accessories,Midwest,Marketplace,3.0,512.85,1384.7,Debit Card,0.1
O000815,2026-01-31,C0349,P0255,Electronics,South,Online,5.0,270.93,1354.65,Boleto,0.0
O000816,2026-02-10,C0287,P0254,Electronics,Midwest,Marketplace,5.0,1312.37,5577.57,Credit Card,0.15
O000817,2026-01-13,C0639,P0114,Accessories,South,Online,1.0,944.72,755.78,Credit Card,0.2
O000818,2026-01-17,C0932,P0385,Home,North,Online,5.0,149.73,711.22,Boleto,0.05
O000819,2026-01-08,C0109,P0279,Accessories,Northeast,Marketplace,3.0,364.84,985.07,Pix,0.1
O000821,2026-02-23,C0722,P0286,Electronics,North,Store,5.0,1156.48,4625.92,Boleto,0.2
O000823,2026-02-17,C0849,P0116,Office,North,Store,1.0,707.81,601.64,Boleto,0.15
O000824,2026-01-31,C0565,P0384,Office,Southeast,Online,4.0,424.92,1699.68,Boleto,0.0
O000825,2026-02-21,C0649,P0182,Office,South,Store,1.0,1196.05,1076.44,Debit Card,0.1
O000827,2026-02-26,C0904,P0072,Home,Northeast,Online,3.0,268.51,805.53,Credit Card,0.0
O000828,2026-02-12,C1256,P0042,Electronics,South,Online,3.0,1128.65,3047.36,Boleto,0.1
O000829,2026-01-31,C0273,P0221,Accessories,Midwest,Online,5.0,853.01,4051.8,Debit Card,0.05
O000830,2026-02-07,C0493,P0192,Electronics,Northeast,Marketplace,3.0,791.86,2375.58,Boleto,0.0
O000831,2026-02-18,C0227,P0371,Home,Southeast,Online,3.0,445.85,1070.04,Boleto,0.2
O000832,2026-02-20,C1474,P0063,Accessories,Southeast,Online,3.0,959.27,2590.03,Pix,0.1
O000833,2026-01-17,C1030,P0147,Electronics,Northeast,Marketplace,4.0,1273.68,4075.78,Credit Card,0.2
O000834,2026-02-20,C1268,P0068,Home,South,Marketplace,2.0,1370.27,2329.46,Credit Card,0.15
O000835,2026-02-27,C1293,P0308,Toys,North,Store,2.0,1076.91,2153.82,Pix,0.0
O000836,2026-02-05,C1271,P0188,Accessories,Southeast,Online,3.0,474.7,1281.69,Boleto,0.1
O000837,2026-02-15,C0796,P0385,Electronics,Southeast,Online,2.0,521.65,1043.3,Pix,0.0
O000838,2026-01-12,C0968,P0208,Office,Southeast,Marketplace,2.0,1393.66,2369.22,Debit Card,0.15
O000840,2026-01-25,C0802,P0067,Home,Northeast,Online,2.0,17.49,33.23,Debit Card,0.05
O000841,2026-01-09,C1306,P0360,Electronics,Midwest,Online,2.0,274.02,438.43,Debit Card,0.2
O000842,2026-01-03,C1307,P0113,Office,Southeast,Marketplace,3.0,326.55,783.72,Credit Card,0.2
O000843,2026-02-13,C1306,P0175,Accessories,North,Marketplace,2.0,1285.64,2442.72,Boleto,0.05
O000844,2026-01-20,C0140,P0132,Accessories,North,Online,1.0,665.69,632.41,Debit Card,0.05
O000845,2026-01-30,C1402,P0149,Toys,Midwest,Online,1.0,1296.07,1101.66,Debit Card,0.15
O000846,2026-01-22,C1493,P0372,Accessories,North,Online,5.0,744.3,3535.42,Debit Card,0.05
O000847,2026-02-15,C0948,P0302,Office,Midwest,Marketplace,1.0,254.96,254.96,Pix,0.0
O000849,2026-01-27,C0530,P0149,Office,South,Marketplace,4.0,1310.8,4718.88,Boleto,0.1
O000850,2026-02-09,C1266,P0138,Electronics,Northeast,Marketplace,1.0,1414.56,1273.1,Credit Card,0.1
O000851,2026-01-05,C1261,P0181,Toys,South,Online,5.0,186.88,747.52,Pix,0.2
O000852,2026-02-07,C1221,P0073,Accessories,Southeast,Store,3.0,896.32,2688.96,Pix,0.0
O000853,2026-02-09,C0819,P0030,Accessories,Midwest,Store,3.0,803.11,2047.93,Debit Card,0.15
O000855,2026-02-27,C0606,P0103,Home,North,Online,2.0,652.54,1239.83,Boleto,0.05
O000856,2026-02-24,C0543,P0052,Toys,Southeast,Store,1.0,1041.1,832.88,Credit Card,0.2
O000857,2026-02-16,C0385,P0321,Office,Southeast,Online,1.0,870.67,827.14,Boleto,0.05
O000858,2026-01-21,C1359,P0209,Accessories,Midwest,Store,3.0,532.72,1598.16,Credit Card,0.0
O000859,2026-01-17,C0602,P0141,Electronics,South,Marketplace,1.0,1253.54,1002.83,Pix,0.2
O000860,2026-01-06,C0163,P0366,Office,North,Online,5.0,868.94,3475.76,Pix,0.2
O000861,2026-01-27,C0269,P0241,Home,North,Marketplace,5.0,314.33,1335.9,Debit Card,0.15
O000862,2026-01-06,C0982,P0058,Accessories,Midwest,Marketplace,1.0,636.93,605.08,Credit Card,0.05
O000863,2026-01-26,C1029,P0020,Accessories,Southeast,Online,3.0,988.05,2815.94,Credit Card,0.05
O000864,2026-01-04,C0785,P0249,Toys,Midwest,Marketplace,5.0,343.73,1460.85,Debit Card,0.15
O000865,2026-02-24,C1423,P0019,Electronics,Midwest,Online,3.0,75.62,204.17,Debit Card,0.1
O000866,2026-01-17,C0419,P0100,Electronics,North,Online,3.0,610.78,1557.49,Debit Card,0.15
O000867,2026-02-09,C1341,P0381,Home,South,Store,1.0,1349.9,1282.4,Pix,0.05
O000868,2026-01-01,C0355,P0288,Electronics,Northeast,Marketplace,4.0,625.63,2377.39,Pix,0.05
O000870,2026-01-16,C1214,P0388,Toys,South,Online,5.0,337.93,1351.72,Pix,0.2
O000871,2026-01-02,C1311,P0259,Electronics,North,Store,3.0,400.89,962.14,Credit Card,0.2
O000872,2026-01-02,C0583,P0364,Home,Northeast,Store,3.0,575.63,1381.51,Boleto,0.2
O000873,2026-02-26,C0976,P0286,Toys,North,Store,2.0,479.09,910.27,Boleto,0.05
O000874,2026-01-05,C0733,P0060,Home,Southeast,Online,2.0,1238.46,1981.54,Debit Card,0.2
O000875,2026-01-23,C0453,P0350,Accessories,Southeast,Store,2.0,363.35,617.7,Debit Card,0.15
O000876,2026-01-04,C1117,P0006,Electronics,Northeast,Marketplace,2.0,1267.88,2408.97,Debit Card,0.05
O000877,2026-02-01,C0457,P0229,Accessories,Midwest,Store,2.0,863.83,1554.89,Boleto,0.1
O000878,2026-01-03,C1130,P0139,Electronics,North,Store,3.0,1467.75,3742.76,Boleto,0.15
O000879,2026-01-04,C0849,P0297,Home,Midwest,Online,3.0,525.25,1418.18,Debit Card,0.1
O000880,2026-01-22,C1217,P0150,Office,North,Store,3.0,687.06,1958.12,Pix,0.05
O000881,2026-01-03,C1417,P0316,Toys,Northeast,Store,4.0,992.66,3970.64,Pix,0.0
O000882,2026-01-18,C0113,P0251,Office,Northeast,Store,1.0,305.16,289.9,Boleto,0.05
O000883,2026-01-19,C0125,P0175,Accessories,South,Online,5.0,467.75,2338.75,Pix,0.0
O000884,2026-01-28,C1261,P0248,Office,South,Online,1.0,1197.84,1137.95,Pix,0.05
O000885,2026-02-26,C1338,P0094,Electronics,Midwest,Marketplace,1.0,88.06,79.25,Pix,0.1
O000886,2026-02-21,C0048,P0226,Office,South,Online,2.0,358.38,645.08,Credit Card,0.1
O000887,2026-01-21,C0405,P0214,Home,South,Store,5.0,463.86,2319.3,Credit Card,0.0
O000888,2026-01-02,C0844,P0121,Home,Northeast,Store,2.0,1391.11,2504.0,Pix,0.1
O000889,2026-01-11,C0784,P0241,Home,South,Online,3.0,595.41,1428.98,Pix,0.2
O000890,2026-02-28,C0656,P0262,Accessories,Northeast,Online,1.0,1183.18,1124.02,Pix,0.05
O000891,2026-01-12,C1357,P0388,Office,Northeast,Online,2.0,102.21,183.98,Debit Card,0.1
O000892,2026-01-27,C0591,P0072,Toys,Northeast,Store,4.0,644.92,2321.71,Debit Card,0.1
O000893,2026-01-17,C1087,P0253,Toys,North,Online,1.0,346.86,277.49,Credit Card,0.2
O000894,2026-01-08,C0090,P0208,Home,Northeast,Online,4.0,680.59,2177.89,Credit Card,0.2
O000895,2026-02-16,C0076,P0101,Office,Midwest,Online,2.0,997.57,1695.87,Pix,0.15
O000896,2026-03-01,C1405,P0293,Office,South,Online,5.0,508.26,2160.1,Pix,0.15
O000897,2026-02-16,C1460,P0275,Home,Southeast,Online,5.0,862.27,3449.08,Credit Card,0.2
O000898,2026-01-27,C1335,P0285,Home,Northeast,Marketplace,4.0,1103.52,3751.97,Debit Card,0.15
O000899,2026-01-02,C0918,P0224,Electronics,Northeast,Store,2.0,94.45,160.56,Credit Card,0.15
O000900,2026-01-30,C0045,P0275,Accessories,Midwest,Marketplace,2.0,298.22,477.15,Credit Card,0.2
O000901,2026-02-05,C0534,P0180,Accessories,Southeast,Store,4.0,474.75,1899.0,Debit Card,0.0
O000903,2026-01-20,C1033,P0288,Accessories,South,Marketplace,4.0,167.33,535.46,Pix,0.2
O000904,2026-01-20,C0638,P0075,Home,Northeast,Online,5.0,132.22,561.94,Boleto,0.15
O000905,2026-01-29,C1324,P0290,Accessories,Southeast,Online,5.0,1488.95,7072.51,Debit Card,0.05
O000906,2026-01-31,C0135,P0068,Electronics,Northeast,Store,3.0,261.9,707.13,Credit Card,0.1
O000907,2026-02-26,C1213,P0339,Home,Northeast,Store,5.0,1154.33,5194.48,Debit Card,0.1
O000908,2026-02-21,C1162,P0130,Office,North,Store,2.0,502.12,1004.24,Debit Card,0.0
O000909,2026-02-01,C0144,P0016,Accessories,North,Online,5.0,650.14,3250.7,Pix,0.0
O000910,2026-01-11,C0887,P0341,Accessories,South,Marketplace,4.0,908.76,3453.29,Credit Card,0.05
O000911,2026-01-12,C0607,P0209,Accessories,Midwest,Online,1.0,743.43,743.43,Pix,0.0
O000912,2026-02-16,C1205,P0106,Home,South,Marketplace,2.0,907.68,1543.06,Credit Card,0.15
O000913,2026-02-13,C0531,P0296,Accessories,Southeast,Online,2.0,1014.02,1622.43,Credit Card,0.2
O000914,2026-01-03,C0012,P0195,Electronics,Midwest,Store,2.0,1335.47,2537.39,Boleto,0.05
O000915,2026-02-18,C0656,P0386,Home,Midwest,Store,4.0,12.01,40.83,Boleto,0.15
O000917,2026-01-13,C1016,P0361,Toys,Northeast,Marketplace,2.0,384.11,614.58,Debit Card,0.2
O000918,2026-01-22,C0185,P0242,Home,Midwest,Online,3.0,179.03,510.24,Credit Card,0.05
O000919,2026-02-01,C1498,P0089,Accessories,North,Store,2.0,622.95,1245.9,Pix,0.0
O000920,2026-01-12,C0201,P0010,Electronics,North,Store,1.0,395.3,336.0,Debit Card,0.15
O000921,2026-02-08,C0060,P0066,Toys,South,Marketplace,1.0,1012.54,860.66,Credit Card,0.15
O000922,2026-01-24,C0923,P0386,Office,North,Store,1.0,1448.3,1158.64,Boleto,0.2
O000923,2026-01-15,C0524,P0101,Electronics,Midwest,Marketplace,4.0,257.19,823.01,Debit Card,0.2
O000924,2026-01-10,C0622,P0334,Office,Midwest,Online,5.0,905.36,4300.46,Credit Card,0.05
O000925,2026-02-27,C0332,P0150,Electronics,Southeast,Online,4.0,1487.27,4759.26,Debit Card,0.2
O000926,2026-02-05,C0440,P0217,Toys,Northeast,Marketplace,1.0,1257.92,1069.23,Pix,0.15
O000928,2026-01-05,C1476,P0149,Electronics,Midwest,Marketplace,3.0,894.26,2280.36,Boleto,0.15
O000931,2026-01-27,C0372,P0343,Home,North,Online,3.0,455.19,1229.01,Debit Card,0.1
O000932,2026-02-02,C1269,P0287,Home,Southeast,Online,3.0,541.33,1461.59,Boleto,0.1
O000933,2026-02-15,C0190,P0288,Electronics,Southeast,Store,5.0,1436.87,6465.92,Boleto,0.1
O000934,2026-01-05,C1225,P0285,Toys,Southeast,Online,1.0,582.22,553.11,Boleto,0.05
O000935,2026-02-14,C0837,P0219,Home,Southeast,Store,1.0,590.95,590.95,Pix,0.0
O000936,2026-01-20,C0940,P0343,Home,Midwest,Online,3.0,1246.29,3364.98,Pix,0.1
O000937,2026-01-29,C0054,P0218,Toys,Midwest,Store,3.0,1338.06,3612.76,Debit Card,0.1
O000938,2026-01-01,C0058,P0111,Accessories,Northeast,Online,1.0,610.03,488.02,Debit Card,0.2
O000939,2026-01-20,C1350,P0008,Electronics,North,Marketplace,5.0,1045.03,5225.15,Pix,0.0
O000940,2026-01-03,C0188,P0163,Office,Midwest,Marketplace,5.0,871.95,3705.79,Debit Card,0.15
O000941,2026-01-20,C0276,P0073,Office,North,Store,4.0,644.65,2320.74,Boleto,0.1
O000942,2026-02-07,C0987,P0173,Office,Midwest,Marketplace,3.0,288.09,734.63,Debit Card,0.15
O000943,2026-02-26,C1110,P0052,Toys,Southeast,Online,5.0,1196.8,5385.6,Boleto,0.1
O000944,2026-01-19,C1224,P0298,Electronics,Northeast,Marketplace,2.0,170.99,324.88,Debit Card,0.05
O000945,2026-01-23,C0299,P0077,Electronics,Midwest,Online,4.0,1159.55,4174.38,Debit Card,0.1
O000946,2026-02-17,C0435,P0268,Home,South,Online,3.0,960.28,2592.76,Credit Card,0.1
O000947,2026-01-11,C0806,P0098,Toys,North,Marketplace,3.0,414.96,1058.15,Boleto,0.15
O000948,2026-02-07,C1393,P0220,Home,South,Marketplace,1.0,1465.78,1319.2,Pix,0.1
O000949,2026-02-21,C0376,P0263,Accessories,North,Online,3.0,1362.53,3474.45,Boleto,0.15
O000950,2026-01-25,C0652,P0051,Office,Midwest,Marketplace,5.0,799.27,3197.08,Pix,0.2
O000952,2026-02-21,C0260,P0075,Office,Northeast,Marketplace,1.0,1017.4,966.53,Boleto,0.05
O000953,2026-01-11,C1372,P0215,Electronics,Midwest,Online,5.0,189.47,805.25,Debit Card,0.15
O000954,2026-02-12,C0367,P0313,Office,Northeast,Marketplace,2.0,1225.5,1960.8,Credit Card,0.2
O000955,2026-01-19,C0865,P0164,Electronics,Northeast,Online,3.0,990.57,2971.71,Pix,0.0
O000956,2026-01-03,C0720,P0238,Office,Southeast,Store,4.0,607.05,2428.2,Pix,0.0
O000958,2026-02-27,C0422,P0320,Electronics,South,Store,1.0,1411.35,1411.35,Boleto,0.0
O000959,2026-01-18,C1009,P0169,Home,Northeast,Marketplace,2.0,721.35,1154.16,Boleto,0.2
O000960,2026-02-19,C0742,P0308,Electronics,Midwest,Store,1.0,198.97,159.18,Debit Card,0.2
O000961,2026-03-01,C0930,P0004,Electronics,Midwest,Store,1.0,933.75,887.06,Pix,0.05
O000962,2026-01-04,C0071,P0178,Electronics,Southeast,Store,1.0,156.91,125.53,Pix,0.2
O000963,2026-01-24,C0292,P0244,Accessories,Midwest,Marketplace,3.0,1020.8,3062.4,Credit Card,0.0
O000964,2026-01-18,C1180,P0016,Home,South,Store,3.0,21132.67,57058.21,Boleto,0.1
O000965,2026-01-31,C0260,P0017,Accessories,Southeast,Marketplace,2.0,710.17,1420.34,Boleto,0.0
O000966,2026-01-04,C0542,P0158,Office,North,Online,3.0,1189.2,3032.46,Boleto,0.15
O000967,2026-01-30,C1114,P0181,Home,Midwest,Marketplace,5.0,195.28,927.58,Boleto,0.05
O000968,2026-01-26,C0599,P0090,Office,Southeast,Online,5.0,597.26,2538.36,Debit Card,0.15
O000970,2026-01-30,C0033,P0229,Home,Northeast,Marketplace,4.0,1426.29,5134.64,Credit Card,0.1
O000971,2026-02-08,C0905,P0246,Home,South,Online,5.0,29.23,116.92,Credit Card,0.2
O000972,2026-02-02,C0747,P0190,Home,North,Store,5.0,665.38,2827.86,Credit Card,0.15
O000973,2026-02-08,C0172,P0274,Accessories,South,Store,3.0,292.03,832.29,Pix,0.05
O000974,2026-02-13,C0422,P0186,Toys,Northeast,Store,1.0,1254.71,1191.97,Credit Card,0.05
O000975,2026-01-11,C0580,P0379,Electronics,South,Store,2.0,404.06,767.71,Boleto,0.05
O000976,2026-01-29,C0022,P0172,Office,Midwest,Online,2.0,1178.76,2357.52,Boleto,0.0
O000977,2026-01-21,C0144,P0351,Office,Northeast,Store,4.0,628.54,2262.74,Pix,0.1
O000978,2026-02-24,C0433,P0265,Home,Southeast,Marketplace,2.0,285.41,456.66,Credit Card,0.2
O000979,2026-01-23,C0197,P0042,Accessories,North,Store,5.0,789.87,3751.88,Credit Card,0.05
O000980,2026-02-28,C0890,P0271,Home,Northeast,Online,5.0,28.39,127.76,Debit Card,0.1
O000981,2026-01-19,C0778,P0348,Home,South,Store,5.0,586.19,2491.31,Boleto,0.15
O000982,2026-02-16,C1318,P0077,Office,North,Marketplace,5.0,730.11,3468.02,Credit Card,0.05
O000983,2026-01-20,C0175,P0388,Toys,South,Marketplace,3.0,102.44,245.86,Debit Card,0.2
O000984,2026-01-08,C1040,P0333,Office,North,Online,3.0,1318.27,3361.59,Pix,0.15
O000985,2026-01-14,C1357,P0327,Office,Southeast,Marketplace,2.0,286.06,572.12,Pix,0.0
O000986,2026-02-06,C1452,P0001,Toys,Midwest,Store,2.0,1419.5,2839.0,Boleto,0.0
O000987,2026-01-25,C0306,P0012,Accessories,South,Store,1.0,199.15,189.19,Pix,0.05
O000988,2026-02-15,C1392,P0334,Office,Northeast,Store,1.0,257.45,231.7,Credit Card,0.1
O000989,2026-01-06,C0965,P0025,Electronics,Northeast,Marketplace,2.0,1392.8,2507.04,Pix,0.1
O000990,2026-01-14,C0658,P0315,Office,Northeast,Marketplace,4.0,263.11,894.57,Pix,0.15
O000991,2026-02-20,C1080,P0155,Accessories,North,Store,1.0,629.01,534.66,Credit Card,0.15
O000992,2026-01-28,C0481,P0068,Accessories,Southeast,Marketplace,1.0,156.65,140.99,Pix,0.1
O000993,2026-01-26,C0904,P0006,Accessories,Southeast,Marketplace,5.0,363.02,1815.1,Pix,0.0
O000994,2026-01-20,C1142,P0338,Home,South,Marketplace,2.0,1019.54,1631.26,Debit Card,0.2
O000995,2026-02-19,C0175,P0319,Electronics,Northeast,Store,4.0,118.38,449.84,Pix,0.05
O000996,2026-02-16,C1463,P0203,Home,North,Marketplace,3.0,1488.85,3573.24,Boleto,0.2
O000997,2026-01-26,C0750,P0014,Accessories,Southeast,Store,5.0,344.74,1723.7,Boleto,0.0
O000998,2026-01-01,C0563,P0375,Toys,North,Marketplace,3.0,507.95,1295.27,Debit Card,0.15
O001000,2026-02-18,C1061,P0099,Accessories,Northeast,Store,2.0,981.89,1571.02,Debit Card,0.2
O001001,2026-01-23,C1020,P0310,Office,South,Store,4.0,1016.43,3455.86,Credit Card,0.15
O001002,2026-02-14,C0840,P0236,Toys,South,Marketplace,5.0,656.74,2626.96,Pix,0.2
O001003,2026-01-25,C0065,P0134,Office,South,Marketplace,3.0,1007.14,2719.28,Pix,0.1
O001004,2026-02-12,C0919,P0352,Electronics,South,Store,5.0,894.73,4473.65,Debit Card,0.0
O001005,2026-01-21,C0313,P0103,Accessories,Midwest,Store,3.0,859.73,2450.23,Pix,0.05
O001006,2026-01-24,C1327,P0168,Accessories,Northeast,Store,3.0,538.7,1535.3,Boleto,0.05
O001007,2026-02-17,C0340,P0347,Electronics,Midwest,Online,3.0,1045.48,2509.15,Credit Card,0.2
O001008,2026-02-26,C0533,P0090,Toys,South,Marketplace,5.0,737.38,3133.86,Credit Card,0.15
O001009,2026-02-06,C0629,P0092,Toys,Northeast,Store,1.0,1044.09,991.89,Boleto,0.05
O001010,2026-01-25,C0058,P0297,Electronics,South,Online,3.0,435.58,1045.39,Debit Card,0.2
O001011,2026-01-11,C0834,P0168,Accessories,Midwest,Marketplace,3.0,269.87,728.65,Boleto,0.1
O001012,2026-02-02,C0146,P0241,Home,Southeast,Marketplace,4.0,616.97,1974.3,Debit Card,0.2
O001013,2026-02-04,C0702,P0001,Electronics,Midwest,Store,4.0,420.55,1682.2,Debit Card,0.0
O001015,2026-01-25,C0528,P0182,Accessories,South,Online,3.0,391.06,1114.52,Debit Card,0.05
O001016,2026-01-19,C0481,P0336,Toys,North,Online,4.0,1188.13,4514.89,Boleto,0.05
O001017,2026-02-03,C0345,P0381,Toys,Midwest,Store,5.0,886.11,4209.02,Boleto,0.05
O001018,2026-01-06,C0873,P0048,Toys,North,Online,3.0,140.8,401.28,Debit Card,0.05
O001020,2026-01-09,C0479,P0015,Electronics,North,Marketplace,4.0,977.57,3910.28,Debit Card,0.0
O001021,2026-02-14,C1161,P0154,Home,Southeast,Store,4.0,406.34,1462.82,Debit Card,0.1
